Offset(P)            #Ptr   #Hnd Access Name
0x00000000062738d0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\CALC.EXE-02CD573A.pf
0x0000000006273a60      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AUTMGR32.EXE-01B5B0B8.pf
0x0000000006273e38      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x0000000006274300      1      1 ------ \Device\NamedPipe\ROUTER
0x00000000062748e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msisip.dll
0x0000000006274e60      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ieapfltr.dat
0x0000000006274ef8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x0000000006274f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006275e58      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pngfilt.dll
0x0000000006275f60      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\twext.dll
0x0000000006276028      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\EXTRAC32.EXE-1A7FAC16.pf
0x0000000006276240      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\FILEZILLA_3.7.0.2_WIN32-SETUP-3B021039.pf
0x0000000006276438      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\FILEZILLA.EXE-1028A4F4.pf
0x0000000006276630      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\EXTRAC32.EXE-1EB50210.pf
0x0000000006276b48      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\partmgr.sys
0x0000000006277060      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\quartz.dll
0x00000000062771c0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMKR6_1\imekrcic.dll
0x0000000006277320      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\netbios.sys
0x0000000006277448      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player\setup_wm.exe
0x0000000006278028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x0000000006278f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mstsc.exe
0x0000000006279028      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MSNGAM~1\Windows\Hrtzres.dll
0x00000000062797d0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\원격 지원.lnk
0x0000000006279868      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\usmt\migwiz.exe
0x0000000006279ef8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\통신\desktop.ini
0x0000000006279f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshearts.exe
0x000000000627a1c8      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MSNGAM~1\Windows\chkrres.dll
0x000000000627a2c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiapres.dll
0x000000000627a390      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x000000000627a5d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\inf\unregmp2.exe
0x000000000627ae58      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hnetwiz.dll
0x000000000627aef8      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express\wabfind.dll
0x00000000062931f8      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x0000000006294d30      2      1 ------ \Device\Afd\Endpoint
0x0000000006298558      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x0000000006298750      1      1 ------ \Device\Afd\Endpoint
0x0000000006299f90      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND131.WAV
0x000000000629a028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x000000000629c5c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000629cbb0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000629d710      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000629f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x000000000629f198      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x000000000629f538      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x000000000629fc88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xmllite.dll
0x000000000629fd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x00000000062a0028      3      0 RWD--- \Device\HarddiskVolume1\$MftMirr
0x00000000062b79b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000062c2788      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Media\Windows XP Exclamation.wav
0x000000000632c748      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usp10.dll
0x000000000632cb70      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Favorites\연결
0x000000000632d318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000632ef90      1      1 ------ \Device\NamedPipe\net\NtControlPipe12
0x000000000632f0d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x000000000632f7e0      1      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x00000000063309e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063314a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x0000000006333df8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006333f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063353d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Movie Maker
0x0000000006335470      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x00000000063358d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\Lexicon\1033
0x0000000006335c68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x0000000006335d00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\SHARED
0x00000000063365c8      1      1 ------ \Device\Afd\Endpoint
0x000000000633a4b0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x000000000633ad00      3      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x000000000633ae60      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000633aef8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000633af90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000633d558      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x000000000633e028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x000000000633ef90      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND43.WAV
0x0000000006340318      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\default
0x0000000006341298      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x0000000006341eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000006342668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x0000000006343800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x0000000006343c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x0000000006343da0      3      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\wiaservc.log
0x0000000006345718      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiadap.exe
0x0000000006345eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x0000000006346388      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006347028      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\NTUSER.DAT
0x0000000006347918      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.MFCLOC_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_15fc9313\mfc90kor.dll
0x00000000063488f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000006348f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\h323.tsp
0x0000000006349c20      3      1 ------ \Device\NamedPipe\net\NtControlPipe5
0x000000000634a690      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x000000000634a928      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x000000000634aeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x000000000634b350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x000000000634c498      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000634cde8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x000000000634e220      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000634e2d0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\xpshims.dll
0x000000000634e4a8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\iecompat.dll
0x000000000634e628      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\My Documents
0x000000000634e6d0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND108.WAV
0x000000000634f750      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000634fb40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x0000000006350848      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x0000000006352280      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x0000000006352560      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006352a00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x0000000006352a98      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000635ac98      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000635ad30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000635b738      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x000000000635d028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000635e028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wiaservc.dll
0x000000000635e228      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x000000000635e2d0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면\DumpIt\I2SEC-A93334062-20191004-061538.raw
0x000000000635e410      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\gulim.ttc
0x000000000635e750      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000635ee78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\simsun.ttc
0x000000000635f2f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\dllcache
0x000000000635f618      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x000000000635fab0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x000000000635fd08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctype.nls
0x000000000635fda0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x00000000063606c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006360b80      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY.LOG
0x0000000006364028      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND50.WAV
0x0000000006364148      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\twext.dll
0x0000000006364338      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ncobjapi.dll
0x0000000006364420      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\logon.scr
0x0000000006364510      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x0000000006364640      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mciseq.dll
0x0000000006364a90      1      0 R--r-- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Temporary Internet Files\Content.IE5\S5IJW5IZ\favicon[1].ico
0x0000000006364b80      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\웹 조각 갤러리~.feed-ms
0x00000000063676c0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\AppPatch\sysmain.sdb
0x0000000006367f90      2      0 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\EventCache\{5E9F1AF7-AE5F-4214-AAA5-A57C00EA7A3F}.bin
0x0000000006369028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_932.nls
0x000000000636b820      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3a8-0
0x000000000636b8b8      2      1 ------ \Device\Afd\Endpoint
0x000000000636d348      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x000000000636d878      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\IETldCache\index.dat
0x000000000636e868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x000000000636e9e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000636ec20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x000000000636f668      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rastapi.dll
0x000000000636ff28      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rundll32.exe
0x000000000637cd50      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\My Documents\My Music\Desktop.ini
0x0000000006391780      2      1 ------ \Device\Afd\Endpoint
0x0000000006391d68      3      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x0000000006392840      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006393a88      1      1 ------ \Device\NamedPipe\ntsvcs
0x0000000006395b80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x0000000006395c18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor
0x0000000006395d00      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech
0x00000000063960a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x0000000006396300      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000063965a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x0000000006396980      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\PeerNet
0x0000000006397bd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x0000000006397ed0      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\kbd103.dll
0x0000000006398c08      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x00000000063994d0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admcgi\scripts
0x00000000063995a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\1042
0x0000000006399938      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\1033
0x00000000063999d0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System
0x0000000006399d20      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT
0x0000000006399df8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Triedit
0x0000000006399ea0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator
0x000000000639a240      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000639a528      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000639a850      1      1 ------ \Device\NamedPipe\net\NtControlPipe5
0x000000000639ad20      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMJP8_1
0x000000000639adf8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Setup
0x000000000639b6c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x000000000639b760      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x000000000639bb30      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x000000000639e850      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063a1948      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x00000000063a1a50      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x00000000063a1b40      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x00000000063a4e10      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ieapfltr.dll
0x00000000063a50b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000063a5148      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063a7c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x00000000063a8eb8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecnv32.dll
0x00000000063a9240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x00000000063a9668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x00000000063a9a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x00000000063a9e98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\vmbackup.dll
0x00000000063aa3e0      2      1 ------ \Device\Afd\Endpoint
0x00000000063aa520      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x00000000063aa738      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsServer.dll
0x00000000063aa8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x00000000063aad20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x00000000063ab158      1      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ega.cpi
0x00000000063abc08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x00000000063ac028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\Internet Explorer\Quick Launch\desktop.ini
0x00000000063ac388      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\내게 필요한 옵션\돋보기.lnk
0x00000000063ac420      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x00000000063ac4b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x00000000063ac668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mydocs.dll
0x00000000063acdb8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pdh.dll
0x00000000063aceb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x00000000063ad1d0      2      1 ------ \Device\NamedPipe\spoolss
0x00000000063ad5b0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\iepeers.dll
0x00000000063ad668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x00000000063ae4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x00000000063ae658      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\devmgr.dll
0x00000000063af6a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x00000000063b0a98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x00000000063b0c50      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glibmm-2.4.dll
0x00000000063b19e0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND8.WAV
0x00000000063b2c40      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\calc.exe
0x00000000063b2d68      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\kmddsp.tsp
0x00000000063b2eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\TPVMMon.dll
0x00000000063b3440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x00000000063b3f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x00000000063b4398      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x00000000063b51b8      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000063b5670      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x00000000063b58b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
0x00000000063b5c90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x00000000063b63b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x00000000063bfe70      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000063c0718      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x00000000063c0da8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063c11c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x00000000063c2540      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprov.dll
0x00000000063c27e0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\acpi.sys
0x00000000063c30f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x00000000063c3350      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063c3518      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\unicode.nls
0x00000000063c35b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x00000000063c3a48      2      1 ------ \Device\NamedPipe\scerpc
0x00000000063cf0e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vga949.fon
0x00000000063cfb88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x00000000063cfd80      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d0168      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d0338      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d0570      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d0d60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d1248      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000063d1350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x00000000063d17f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d1b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x00000000063d1c00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d1d18      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Application Data\Microsoft\SystemCertificates\My
0x00000000063d28a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x00000000063d3860      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d3df0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000063d6418      3      0 RWD--- \Device\HarddiskVolume1\$Directory
