Offset(P)            #Ptr   #Hnd Access Name
0x0000000006576b40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\npp
0x0000000006576f90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries\Resources\1042
0x0000000006577580      2      1 ------ \Device\NamedPipe\lsass
0x0000000006578cb8      2      1 ------ \Device\NamedPipe\srvsvc
0x000000000657b4b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000657ca48      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x000000000657ce60      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000657cef8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000657cf90      3      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000657d070      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000657d5c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000657d910      1      1 ------ \Device\Afd\Endpoint
0x000000000657db68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x000000000657df90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x000000000657e558      1      1 ------ \Device\NamedPipe\SfcApi
0x000000000657e938      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\IMKR6_1
0x000000000657e9d0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo
0x000000000657ec58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
0x000000000657edb8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard
0x000000000657f150      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\vmhgfs.sys
0x000000000657f470      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\notepad.exe
0x0000000006580028      1      1 R--r-- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\PINBALL.MID
0x00000000065800e0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND49.WAV
0x0000000006580798      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dfrgres.dll
0x0000000006580a78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\bthpan.sys
0x0000000006580f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sti.dll
0x0000000006582378      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator
0x0000000006582f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065834f0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006583738      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\taskmgr.exe
0x0000000006583980      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x0000000006583e10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x00000000065845f8      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000006584eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\linkinfo.dll
0x0000000006585580      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006585648      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gmodule-2.0.dll
0x00000000065859d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065864d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x00000000065868f8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\intl.dll
0x0000000006586e78      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006586f90      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND54.WAV
0x0000000006587028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006587800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000006587988      2      1 ------ \Device\NamedPipe\ntsvcs
0x0000000006588188      1      1 ------ \Device\NamedPipe\spoolss
0x0000000006589aa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x0000000006589b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x0000000006589eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x000000000658a5d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x000000000658b4d0      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Temporary Internet Files\AntiPhishing\2CEDBFBC-DBA8-43AA-B1FD-CC8E6316E3E2.dat
0x000000000658b8c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x000000000658c3b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x000000000658c7e0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll
0x000000000658cc08      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0x000000000658d318      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000658ddf8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\명령 프롬프트.lnk
0x000000000658f3f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006590028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000006590400      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\PrintHood
0x0000000006590a18      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴\프로그램\보조프로그램\Windows 탐색기.lnk
0x0000000006590c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spool\prtprocs\w32x86\TPWinPrn.dll
0x0000000006590e70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x0000000006591d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x00000000065924a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\accwiz.exe
0x00000000065925c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065926b0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\bthprops.cpl
0x0000000006592880      1      1 ------ \Device\NamedPipe\lsarpc
0x0000000006592df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x0000000006593890      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006595b58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x00000000065a1188      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\보안 센터.lnk
0x00000000065a12b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065a24b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065a2548      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ko-KR\ieframe.dll.mui
0x00000000065a2798      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065a2cc0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065a35f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000065a37f0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065a4360      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x00000000065a47d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x00000000065b9378      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system.LOG
0x00000000065b96c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065b9758      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shsvcs.dll
0x00000000065b9980      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065b9a18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065bbc18      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\oleaccrc.dll
0x00000000065bc6c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065bcc88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x00000000065bed30      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065bedc8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065bf2a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065bf450      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x00000000065bfe98      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065c0308      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065c06e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065c1540      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND104.WAV
0x00000000065c1678      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Sti_Trace.log
0x00000000065c2110      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
0x00000000065c2200      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x00000000065c2828      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x00000000065c3d58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065c3df0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\micross.ttf
0x00000000065cb688      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\shimgvw.dll
0x00000000065cbba0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiadap.exe
0x00000000065cbc60      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\ADMINI~1\LOCALS~1\Temp\~DF7899.tmp
0x00000000065cc290      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\웹 조각 갤러리~.feed-ms
0x00000000065cc830      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AEMANAGR.EXE-28A422DD.pf
0x00000000065ccaa0      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\mrxdav.sys
0x00000000065ccd10      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\drivers\ftdisk.sys
0x00000000065cd3c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshtml.dll
0x00000000065cd490      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pngfilt.dll
0x00000000065cd5b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065cd9e8      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\ADMINI~1\LOCALS~1\Temp\~DF78A6.tmp
0x00000000065ce678      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\Internet Explorer\Quick Launch\Internet Explorer 브라우저 시작.lnk
0x00000000065ce710      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\프리셀.lnk
0x00000000065cee08      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\시스템 도구\디스크 정리.lnk
0x00000000065cf2d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x00000000065cf448      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x00000000065cf5e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x00000000065d0618      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Temp\Perflib_Perfdata_6cc.dat
0x00000000065d0b70      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\fsquirt.exe
0x00000000065d0f28      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\AEEXPDTR.EXE-0381C635.pf
0x00000000065ebc68      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000065ebd18      1      1 R--rw- \Device\HarddiskVolume1\Program Files\VMware\VMware Tools
0x00000000065ec5a8      3      1 ------ \Device\NamedPipe\net\NtControlPipe12
0x00000000065ece68      3      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Feeds\FeedsStore.feedsdb-ms
0x00000000065edb00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065edc70      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\인터넷 리버시.lnk
0x00000000065f0b68      1      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x00000000065f1e38      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\tapisrv.dll
0x00000000065f25a8      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\ntuser.dat.LOG
0x00000000065f2d20      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bots\vinavbar
0x00000000065f2df8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\servsupp
0x00000000065f3b58      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND55.WAV
0x00000000065f3db0      2      1 ------ \Device\NamedPipe\ROUTER
0x00000000065f4280      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\msadc
0x00000000065f4318      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player
0x00000000065f4418      1      1 ------ \Device\NamedPipe\keysvc
0x00000000065f4668      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin
0x00000000065f4740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\inetsrv
0x00000000065f48d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x00000000065f4ad0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_aut
0x00000000065f4b68      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_aut
0x00000000065f5f90      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator
0x00000000065f83f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\loadperf.dll
0x00000000065f9f90      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\CatRoot2\tmp.edb
0x00000000065fa5b8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntlsapi.dll
0x00000000065fa8b0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x00000000065fbf30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000065fc7d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065fca20      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065fcb18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065fcca0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0x00000000065ff638      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball\SOUND9.WAV
0x0000000006600028      3      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Internet Explorer\Recovery\Active\{B694B9F6-E672-11E9-B19D-000C298F1C38}.dat
0x0000000006600130      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x0000000006600980      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x0000000006600e00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006601428      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories\wordpad.exe
0x0000000006602028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mspaint.exe
0x00000000066022d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000066023f0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll
0x0000000006602eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000006603760      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000006603d30      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Recent\Desktop.ini
0x0000000006604428      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dmserver.dll
0x0000000006604640      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x0000000006604800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x0000000006604ad8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hid.dll
0x0000000006604b70      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hidphone.tsp
0x0000000006604c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000006605258      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Favorites\연결\desktop.ini
0x00000000066066b0      2      1 ------ \Device\NamedPipe\ROUTER
0x0000000006607028      2      1 RWDrwd \Device\HarddiskVolume1\DOCUME~1\ADMINI~1\LOCALS~1\Temp\~DF588F.tmp
0x0000000006607dd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006607e70      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\보조프로그램\통신\하이퍼터미널.lnk
0x0000000006608338      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006608448      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\시작 메뉴
0x0000000006608690      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x0000000006609028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000066092a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x000000000660ca90      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\MSHist012019100420191005\index.dat
0x000000000660cd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x000000000660d7f8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000660d900      1      1 ------ \Device\NamedPipe\Ctx_WinStation_API_service
0x000000000660da70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x000000000660db98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\ieproxy.dll
0x000000000660df90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x000000000660f3e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x000000000660ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e\msvcp90.dll
0x0000000006610170      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\바탕 화면\Music.wav.wav
0x0000000006610228      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000066107c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006610e30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC90.MFCLOC_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_15fc9313
0x0000000006611830      1      1 ------ \Device\NamedPipe\ROUTER
0x0000000006611948      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\taskmgr.exe
0x0000000006611c70      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\icudt44l.dat
0x0000000006612e28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006612ec0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x0000000006613378      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\security\edb.log
0x0000000006614508      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000066149b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sortkey.nls
0x0000000006614ca8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000661be78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x000000000661fb20      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006621128      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000066216e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000006621c00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000006621da8      1      1 ------ \Device\NamedPipe\lsass
0x0000000006621f90      2      1 ------ \Device\NamedPipe\InitShutdown
0x0000000006622458      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000006622678      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\시작 메뉴\프로그램\게임\스파이더 카드놀이.lnk
0x0000000006622f90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000006623410      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x0000000006623e58      1      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x0000000006624568      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000006624d88      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\sti.dll
0x0000000006624f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\notepad.exe
0x000000000662bd00      1      1 ------ \Device\NamedPipe\scerpc
0x000000000662be08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x000000000662c328      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\index.dat
0x000000000662cea0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000662d028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000662db88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x000000000662e5b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000662f4c8      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\Internet.evt
0x000000000662f5a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000662f910      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x000000000662f9a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\TINTLGNT
0x000000000662fd20      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent
0x000000000662fdf8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system
0x0000000006631658      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x0000000006631740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\SHARED\RES
0x0000000006631ad0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Com
0x0000000006631b68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\CINTLGNT
0x0000000006631cd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000006631f10      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem
